id,assignee_id,created_at,subject,description,status,submitter_id,requester_id,updated_at,due_at,about,business name,dept,emp id,product information,start date,subscription,tags
6112,,2018-07-27T21:00:17Z,Farmer's market deliveries?,Would you consider doing Saturday-only deliveries from the farmer's market? I'd love to get some fresh produce & flowers delivered.,assigned,7929180588,7929180588,2018-07-27T21:00:17Z,,becoming_a_merchant__billing,Listenin' Booth,finance,35033339,product_1,1/6/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_silver', 'vip_user']"
6113,8129791828,2018-07-27T21:00:18Z,SPRING promo code error,Hi! I cannot get the SPRING promo code to work on my order. Can you help ASAP?,assigned,7858119547,7858119547,2018-08-06T22:01:30Z,,,Standard Food,marketing__a,61681465,,10/12/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6114,7858111247,2018-07-27T21:00:19Z,Change CC info,"Hi, I would like to change my credit card info on my account. How can I do this?",waiting,7858174327,7858174327,2018-12-04T03:32:07Z,,training,Endicott Johnson,sales,90804499,product_2,4/7/19,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6116,8129791828,2018-07-27T21:00:22Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,waiting,7858174327,7858174327,2018-12-04T03:32:07Z,,billing,Simple Solutions,marketing__b,4129263,product_2,12/1/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6117,,2018-07-27T21:00:23Z,Come to Madison!!,You guys should really come to Madison. It's totally lame that you're only in Milwaukee.,waiting,7858119547,7858119547,2018-11-07T02:27:16Z,,billing,Morrison's Cafeteria,,48104046,product_3,12/17/19,,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6118,,2018-07-27T21:00:24Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,open,7858067547,7858067547,2018-07-27T21:00:24Z,,becoming_a_merchant__invoice,Micro Design,customer_support,55468328,product_3,4/7/19,,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6120,7858096207,2018-07-27T21:00:26Z,Deilvery prices,What are the delivery service fees based on?,waiting,7929180588,7929180588,2018-07-27T21:00:26Z,,complaint,L' Fish,finance,59017678,product_2,8/31/19,silver,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_silver', 'vip_user']"
6121,7858096207,2018-07-27T21:00:27Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,waiting,7929180588,7929180588,2018-07-27T21:00:27Z,,becoming_a_merchant__invoice,Enrich Garden Services,marketing__a,68661321,product_1,5/15/18,gold,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_silver', 'vip_user']"
6133,8129791828,2018-07-30T15:00:26Z,Gross,Hello. I ordered the Fennel Ice Cream from Ice Cold Creamery but it tasted like a tree branch. Can I please try something else at no charge?,waiting,7858174327,7858174327,2018-12-04T03:32:07Z,,becoming_a_merchant__invoice,Musicland,marketing__b,54392511,,2/19/18,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6134,7858111247,2018-07-30T15:00:27Z,Password Help,I can't log into your site. Can you please send me a new password?,waiting,7858067547,7858067547,2018-07-30T15:00:27Z,,becoming_a_courier,Camelot Music,,92985590,product_2,8/16/18,,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6135,,2018-07-30T15:00:27Z,Order delay,My Courier disappeared and my order was never delivered this morning. Can I please get an explanation and a refund?,assigned,7858119547,7858119547,2018-11-07T02:27:17Z,,food_delivery,Forum Cafeterias,finance,86036812,product_1,6/1/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6136,,2018-07-30T15:00:28Z,"Refund, please!",Hi. I'd like to request a refund of my most recent order. The ice cream had melted by the time it arrived.,assigned,7858174327,7858174327,2018-12-04T03:32:07Z,,food_delivery,Tee Town,,36097139,,2/22/19,gold,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6138,,2018-07-30T15:00:30Z,Farmer's market deliveries?,Would you consider doing Saturday-only deliveries from the farmer's market? I'd love to get some fresh produce & flowers delivered.,open,7929180588,7929180588,2018-07-30T15:00:30Z,,complaint,Sampson's,marketing__b,71246631,product_1,9/23/19,gold,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_silver', 'vip_user']"
6139,,2018-07-30T15:00:31Z,SPRING promo code error,Hi! I cannot get the SPRING promo code to work on my order. Can you help ASAP?,waiting,7858119547,7858119547,2018-08-07T16:01:33Z,,billing,The Warner Brothers Store,sales,57684208,product_1,10/12/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6141,,2018-07-30T15:00:32Z,I need cheese curds delivered,"I humbly request that you add some kind of vendor that can delivery cheese curds. Kind of suprised you don't have that already, actually.",open,7929180588,7929180588,2018-07-30T15:00:32Z,,becoming_a_merchant__invoice,Franklin Music,marketing__b,37718753,product_3,8/25/18,silver,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_silver', 'vip_user']"
6142,,2018-07-30T15:00:33Z,Colors in app,"Hello, Can you get your development team to use darker text colors? It's really hard to read the light grey text that's sometimes used in your app.",open,7858119547,7858119547,2018-08-07T16:01:33Z,,complaint,TheBottomHalf,finance,59835792,product_2,1/26/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6143,,2018-07-30T15:00:33Z,Receipt needed,"Howdy, I ordered a bunch of office supplies last month. How can I find a receipt to give to my boss and expense?",assigned,7858067547,7858067547,2018-07-30T15:00:33Z,,complaint,W. Bell & Co.,finance,16068137,product_1,4/21/18,silver,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6146,,2018-07-30T15:00:35Z,Login Issues,"Hi, I can't get into my account. How do I reset my password?",open,7858067547,7858067547,2018-07-30T15:00:35Z,,becoming_a_merchant__invoice,Galyan's,finance,75781296,,7/7/19,silver,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6147,7858111247,2018-07-30T15:00:36Z,Password Help,Please help me reset my password.,waiting,7858174327,7858174327,2018-12-04T03:32:06Z,,food_delivery,Showbiz Pizza Place,marketing__a,42903078,product_3,9/16/19,silver,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6152,,2018-07-31T13:32:32Z,Phone Call from: Caller +353 83 163 4311,"Call from: +353 83 163 4311
Time of call: July 31, 2018 06:32:09 AM
Answered by: Shirin Poeplinghaus - CE",assigned,7929155048,3.64821E+11,2018-09-03T17:02:26Z,,becoming_a_courier,Keeney's,customer_support,86218180,product_3,3/6/18,gold,[]
6157,,2018-07-31T21:00:18Z,Gross,Hello. I ordered the Fennel Ice Cream from Ice Cold Creamery but it tasted like a tree branch. Can I please try something else at no charge?,waiting,7858174327,7858174327,2018-12-04T03:32:06Z,,becoming_a_merchant__invoice,Buttrey Food & Drug,marketing__a,30216068,product_3,7/23/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6158,7858111247,2018-07-31T21:00:19Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,7858174327,7858174327,2018-12-04T03:32:06Z,,becoming_a_merchant__invoice,Bennett Brothers,marketing__a,36546814,product_1,7/28/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6162,7858111247,2018-07-31T21:00:22Z,Damaged order,"Hey there- I ordered a burrito, chips & guac, but my chips were all shaken up and broken. Can I get a refund on those? ",open,7858174327,7858174327,2018-12-04T03:32:18Z,,becoming_a_courier,Furrow's,customer_support,54754029,product_2,10/31/19,gold,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6176,,2018-08-01T17:00:15Z,Farmer's market deliveries?,Would you consider doing Saturday-only deliveries from the farmer's market? I'd love to get some fresh produce & flowers delivered.,waiting,7929180588,7929180588,2018-08-03T14:33:10Z,,complaint,Chandlers,finance,80164176,product_1,5/14/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'training', 'vip_user']"
6178,7858111247,2018-08-01T17:00:16Z,More restaurant variety needed!,"You guys really need to step up your game when it comes to restaurant availability. I want to try some international cuisine, not 14 different varieties of burgers & fries.",waiting,7929180588,7929180588,2018-08-01T17:00:16Z,,becoming_a_merchant__billing,Bresler's Ice Cream,sales,86306820,product_1,8/18/18,silver,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6179,7929155048,2018-08-01T17:00:18Z,Hummus tasted gross,"Hi, I placed an order for pita & hummus, along with a couple of other tapas. The hummus definitely didn't have tahini in it, so it tasted pretty terrible. Can I get a refund?",assigned,7858174327,7858174327,2018-12-04T03:32:05Z,,becoming_a_courier,Gas Zone,marketing__b,3363860,product_3,1/2/19,silver,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6180,,2018-08-01T17:00:19Z,Login Issues,"Hi, I can't get into my account. How do I reset my password?",waiting,7858067547,7858067547,2018-08-01T17:00:19Z,,becoming_a_courier,Opti-Tek,customer_support,11969542,product_1,5/22/18,gold,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6184,,2018-08-01T17:00:22Z,Password Help,Please help me reset my password.,assigned,7858174327,7858174327,2018-12-04T03:32:05Z,,becoming_a_merchant__billing,Murray's Discount Auto Stores,,54736910,product_2,5/8/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6185,,2018-08-01T17:00:23Z,Password,Please help me reset my password.,waiting,7858067547,7858067547,2018-08-01T17:00:23Z,,general_support_request,Universal Design Partners,,27559885,product_3,7/19/18,,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6195,23783206948,2018-08-02T14:29:32Z,Chat with Visitor 62704675,"Chat started: 2018-08-02 02:28 PM UTC
Served by: Alex

IP: 194.72.81.36
User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36
Country: United Kingdom
City: London
URL: https://eatwell.zendesk.com/hc/en-us

The chat transcript will be appended when the agent or visitor leaves the chat.",open,3.64652E+11,26130084287,2018-09-03T17:02:26Z,,becoming_a_courier,Elek-Tek,marketing__b,32264367,product_2,8/25/19,gold,"['eat_well', 'emea_customer', 'europe', 'gold', 'goodbye_survey', 'london', 'zopim_chat', 'zopim_chat_ended']"
6196,23783206948,2018-08-02T14:43:32Z,Chat with Visitor 64817955,"Chat started: 2018-08-02 02:43 PM UTC
Served by: Alex

IP: 81.174.131.148
User Agent: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36
Country: United Kingdom
City: Liphook
URL: https://eatwell.zendesk.com/hc/en-us

The chat transcript will be appended when the agent or visitor leaves the chat.",open,3.64652E+11,3.64652E+11,2018-09-03T17:02:27Z,,becoming_a_merchant__billing,Maxi-Tech,sales,35473378,,5/12/19,gold,"['eat_well', 'zopim_chat', 'zopim_chat_ended']"
6197,7858111247,2018-08-02T17:00:15Z,Give Mary a promotion!,"Hello. Mary delivered my sandwich with a huge smile on her face. She also anticipated I'd want ketchup, mustard and mayonaise, and she brought all three along. She deserves a raise for the consistently excellent service!",assigned,7858119547,7858119547,2018-08-10T18:01:10Z,,complaint,All Wound Up,finance,58041145,,4/19/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6198,,2018-08-02T17:00:16Z,Come to Madison!!,You guys should really come to Madison. It's totally lame that you're only in Milwaukee.,waiting,7858174327,7858174327,2018-12-04T03:32:18Z,,becoming_a_courier,MVP Sports,finance,25766770,product_2,7/10/19,gold,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6200,,2018-08-02T17:00:18Z,Password reset needed please,"Hi, how do I reset my password? ",assigned,7929180588,7929180588,2018-08-02T17:00:18Z,,becoming_a_merchant__invoice,Littler's,marketing__b,67566382,,9/10/18,silver,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6201,,2018-08-02T17:00:18Z,New vendor request,I wish you guys would add Snowman Pizza to your list of vendors. Their pepperoni pizza is on point!,waiting,7929180588,7929180588,2018-08-02T17:00:18Z,,general_support_request,Patterson-Fletcher,customer_support,41983219,product_1,3/5/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6202,,2018-08-02T17:00:19Z,Come to Madison!!,You guys should really come to Madison. It's totally lame that you're only in Milwaukee.,waiting,7858119547,7858119547,2018-08-10T18:01:10Z,,becoming_a_courier,The Fox and Hound ,customer_support,14199145,product_3,12/19/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6203,,2018-08-02T17:00:20Z,Reviews on items,I'd love it if you would add a ratings section to each item that a vendor has for sale. That way I'd know if Tim's Big Nachos are really worth the calories.,assigned,7929180588,7929180588,2018-08-02T17:00:20Z,,complaint,Robert Hall,sales,40703634,,3/2/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6206,,2018-08-02T17:00:22Z,Password Help,Please help me reset my password.,waiting,7929180588,7929180588,2018-08-02T17:00:22Z,,billing,Museum Company,finance,20205707,product_3,1/9/18,silver,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6207,7858096207,2018-08-02T17:00:22Z,Can't remember password,My password has slipped my mind. Can you tell me what it is?,assigned,7858174327,7858174327,2018-12-04T03:32:17Z,,becoming_a_courier,House Works,customer_support,69320700,product_2,10/16/19,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6209,7858111247,2018-08-02T18:02:31Z,[Flagged] 'Delivery Process',"Knowledge Capture

Flagged from ticket #6205. | Edit article

# Delivery Process

Jennifer, last edited April 3, 2017

Once a customer requests an item, we'll look for the courier who's closest to the pickup spot and pair them up with the order.

Customer said these instructions were confusing. They suggested we add screenshots.",waiting,22407851608,22407851608,2018-08-08T16:35:33Z,,becoming_a_courier,Official All Star Café,sales,39439043,product_2,6/24/18,bronze,"['follow-up', 'knowledge_capture_flagged_article']"
6210,24410956807,2018-08-02T20:25:21Z,Missed Chat with Visitor 16879696,"Chat started: 2018-08-02 07:54 PM UTC
Served by: Beatrix Abbott - CE

IP: 192.161.159.18
User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36
Country: United States
City: San Francisco
URL: https://www.zopim.com/landing/simulate?accountId=42onhcRB2CrwDj4NvsJ5vHzMjLceirJv&subdomain=v2&lang=en",assigned,3.64664E+11,3.64664E+11,2018-08-02T20:25:23Z,,billing,Seamans Furniture,marketing__b,3302465,product_1,7/12/18,platinum,"['zopim_chat', 'zopim_chat_ended', 'zopim_chat_missed']"
6213,,2018-08-03T21:00:13Z,Late order,"My delivery arrived 30 minutes late, which made me late to an event. I was really disappointed!",assigned,7929180588,7929180588,2018-08-03T21:00:13Z,,becoming_a_merchant__invoice,Beasts of Beauty,marketing__b,9070826,,10/14/19,,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6214,7858096207,2018-08-03T21:00:14Z,Farmer's market deliveries?,Would you consider doing Saturday-only deliveries from the farmer's market? I'd love to get some fresh produce & flowers delivered.,waiting,7858067547,7858067547,2018-08-03T21:00:14Z,,becoming_a_merchant__invoice,Sportmart,finance,55679016,product_3,9/2/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6215,,2018-08-03T21:00:15Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,open,7858067547,7858067547,2018-11-07T02:27:19Z,,complaint,Monk Home Loans,sales,36546814,product_2,11/4/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'chef_dequipe', 'paid', 'product_a', 'subscription_silver']"
6216,7929155048,2018-08-03T21:00:16Z,Still being charged for deliveries,"I am a Premium member, but I keep getting charged for each delivery. What gives?",assigned,7929180588,7929180588,2018-08-03T21:00:16Z,,billing,Second Time Around,sales,55850903,product_1,2/20/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6218,,2018-08-03T21:00:17Z,Bubble Tea?,Can you add a bubble tea vendor? It's my favorite.,waiting,7858119547,7858119547,2018-11-07T02:27:19Z,,general_support_request,Total Yard Maintenance,marketing__a,4387156,product_1,6/19/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6219,,2018-08-03T21:00:18Z,Password Help,Please help me reset my password.,open,7929180588,7929180588,2018-08-03T21:00:18Z,,complaint,Whitlocks Auto Supply,marketing__a,55699940,product_2,9/28/18,silver,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6228,7858096207,2018-08-06T15:00:35Z,Give Mary a promotion!,"Hello. Mary delivered my sandwich with a huge smile on her face. She also anticipated I'd want ketchup, mustard and mayonaise, and she brought all three along. She deserves a raise for the consistently excellent service!",open,7858119547,7858119547,2018-08-14T16:01:54Z,,general_support_request,Western Auto,sales,48422606,product_2,2/2/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6229,,2018-08-06T15:00:35Z,New vendor request,I wish you guys would add Snowman Pizza to your list of vendors. Their pepperoni pizza is on point!,waiting,7858119547,7858119547,2018-08-14T16:01:54Z,,becoming_a_merchant__invoice,Olympic Sports,sales,94259376,,1/30/19,,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6231,,2018-08-06T15:00:37Z,Local Farmers Markets,"Hi, are there any future plans to include mid-week farmer's market deliveries?",waiting,7858174327,7858174327,2018-12-04T03:32:17Z,,complaint,Hill-Behan,marketing__a,43930814,product_3,5/6/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6232,,2018-08-06T15:00:38Z,Double charged!!,Hey- I got double charged for the order I placed last Monday. Can I get a refund?,assigned,7858119547,7858119547,2018-08-21T18:31:52Z,,becoming_a_merchant__billing,Mission You,marketing__b,15944298,,12/25/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6233,,2018-08-06T15:00:38Z,Late order,"My delivery arrived 30 minutes late, which made me late to an event. I was really disappointed!",assigned,7929180588,7929180588,2018-11-07T02:27:19Z,,general_support_request,Scott Ties,marketing__a,79781208,product_1,1/2/20,silver,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6236,,2018-08-06T15:00:41Z,Adding info to profile,Is there a way to store extra info on my profile? Specifically for my condo's gate code? That way your drivers wouldn't have to call each time they deliver.,assigned,7929180588,7929180588,2018-11-07T02:27:20Z,,food_delivery,Handy Andy Home Improvement Center,finance,20862038,product_3,3/24/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6237,7858096207,2018-08-06T15:00:41Z,Love your huge ice cream selection,You guys are the best and I love that I have four different options for ordering ice cream at 11 at night.,assigned,7858174327,7858174327,2018-12-04T03:32:17Z,,training,FlowerTime,marketing__a,88268463,product_1,6/13/19,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6239,8129791828,2018-08-06T15:00:43Z,Colors in app,"Hello, Can you get your development team to use darker text colors? It's really hard to read the light grey text that's sometimes used in your app.",assigned,7858119547,7858119547,2018-08-14T16:01:55Z,,complaint,Adaptaz,sales,11608583,product_1,10/1/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6241,,2018-08-06T15:00:44Z,Ice cream cake was melted,"Hey guys, I ordered an ice cream cake from Ice Cold Creamery, but the inside was half-melted before it arrive. Can I get a refund?",open,7858174327,7858174327,2018-12-04T03:32:17Z,,billing,Techo Solutions,marketing__a,58791506,product_3,9/7/18,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6242,,2018-08-06T15:00:45Z,Any PROMO Codes?,"Hi, I was wondering if there are any available promo codes right now?",open,7858119547,7858119547,2018-08-14T16:01:55Z,,general_support_request,Landskip Yard Care,sales,98520373,,3/30/18,,"['amer_region', 'apac', 'aus_nsw', 'gold', 'paid', 'san_francisco', 'vip']"
6243,,2018-08-06T15:00:46Z,Refund,I'd like a refund of my recent order. The pizza was late and cold.,open,7929180588,7929180588,2018-08-06T15:00:46Z,,becoming_a_merchant__billing,Mission You,marketing__a,36013547,product_2,9/16/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'emea', 'paid', 'plan_gold', 'vip_user']"
6244,8129791828,2018-08-06T15:00:47Z,Password Help,Please help me reset my password.,assigned,7858174327,7858174327,2018-12-04T03:32:16Z,,,The White Rabbit,finance,63019961,product_3,12/6/19,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip_user']"
6245,22407851608,2018-08-06T15:00:48Z,Password Help,Please help me reset my password.,done,7929180588,7929180588,2018-12-16T18:02:12Z,,food_delivery,Furrow's,,55210592,product_2,5/3/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'complaint', 'emea', 'paid', 'plan_gold', 'vip_user']"
6247,7858111247,2018-08-06T19:16:49Z,Phone Call from: Caller +1 (608) 628-4363,"Call from: +1 (608) 628-4363
Time of call: August 06, 2018 12:16:24 PM
Answered by: Lester Freamon - CE",assigned,7858111247,3.61036E+11,2018-08-06T19:17:49Z,,food_delivery,Rustler Steak House,marketing__b,16548382,product_3,2/22/18,bronze,[]
6248,7858111247,2018-08-06T19:59:46Z,Phone Call from: Caller +1 (608) 628-4363,"Call from: +1 (608) 628-4363
Time of call: August 06, 2018 12:59:24 PM
Answered by: Lester Freamon - CE",assigned,7858111247,3.61036E+11,2018-08-06T20:01:09Z,,general_support_request,Zany Brainy,sales,12322828,product_1,10/16/19,platinum,[]
6249,3.60098E+11,2018-08-06T22:36:51Z,Chat with Clark Kent,"Chat started: 2018-08-06 10:36 PM UTC
Served by: Amanda

IP: 99.89.38.253
User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15
Country: United States
City: Benicia
URL: https://eatwell.zendesk.com/hc/en-us/

The chat transcript will be appended when the agent or visitor leaves the chat.",assigned,3.63283E+11,3.63283E+11,2018-08-08T17:11:00Z,,general_support_request,Tower Records,sales,77249099,product_2,6/21/19,,"['eat_well', 'emea', 'latam', 'merchant', 'plan_silver', 'vip_org', 'zopim_chat', 'zopim_chat_ended']"
6250,7858111247,2018-08-07T13:26:01Z,Chat with Visitor 65067750,"Chat started: 2018-08-07 01:25 PM UTC
Served by: Lester Freamon

IP: 208.104.247.67
User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36
Country: United States
City: Fort Mill
URL: https://eatwell.zendesk.com/hc/en-us

The chat transcript will be appended when the agent or visitor leaves the chat.",assigned,3.64789E+11,3.64789E+11,2018-08-07T13:39:51Z,,complaint,Video Concepts,marketing__b,83328350,product_2,3/2/19,gold,"['eat_well', 'zopim_chat', 'zopim_chat_ended']"
6251,7858111247,2018-08-07T13:26:20Z,Chat with Visitor 9425483,"Chat started: 2018-08-07 01:24 PM UTC
Served by: Lester Freamon

IP: 208.104.247.67
User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36
Country: United States
City: Fort Mill
URL: https://eatwell.zendesk.com/hc/en-us

The chat transcript will be appended when the agent or visitor leaves the chat.",open,3.64773E+11,3.64773E+11,2018-08-07T14:39:35Z,,billing,Terra,,51019718,product_1,3/20/18,silver,"['eat_well', 'goodbye_survey', 'zopim_chat', 'zopim_chat_ended']"
6252,7858111247,2018-08-07T13:32:01Z,Chat with Visitor 66768566,"Chat started: 2018-08-07 01:30 PM UTC
Served by: Lester Freamon

IP: 206.121.255.38
User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36
Country: United States
City: Madison
URL: https://eatwell.zendesk.com/hc/en-us

The chat transcript will be appended when the agent or visitor leaves the chat.",assigned,3.64789E+11,3.64789E+11,2018-08-07T14:00:45Z,,training,Just For Fun,marketing__b,99032639,product_2,10/16/18,bronze,"['eat_well', 'zopim_chat', 'zopim_chat_ended']"
6254,,2018-08-07T14:03:34Z,Test ,"Test 

------------------
Submitted from: https://eatwell.zendesk.com/hc/en-us",external,3.64774E+11,3.64774E+11,2018-08-08T16:12:19Z,2018-08-24T17:00:00Z,general_support_request,Audio Visions,marketing__b,28934289,,3/11/19,platinum,"['general_support_request', 'silver', 'web_widget']"
6255,7858111247,2018-08-07T14:09:44Z,Missed Chat with Visitor 33536861,"Chat started: 2018-08-07 01:25 PM UTC
Served by: Lester Freamon

IP: 208.104.247.67
User Agent: Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36
Country: United States
City: Fort Mill
URL: https://eatwell.zendesk.com/hc/en-us",assigned,3.64774E+11,3.64774E+11,2018-08-07T14:09:46Z,,food_delivery,Locost Accessories,marketing__a,57140569,product_1,11/11/19,gold,"['eat_well', 'zopim_chat', 'zopim_chat_ended', 'zopim_chat_missed']"
6256,7858111247,2018-08-07T19:24:18Z,Chat with Jon,"Chat started: 2018-08-07 07:23 PM UTC
Served by: Lester Freamon

IP: 209.203.103.230
User Agent: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36
Country: United States
City: San Francisco
URL: https://eatwell.zendesk.com/hc/en-us

The chat transcript will be appended when the agent or visitor leaves the chat.",assigned,3.64781E+11,3.64781E+11,2018-08-07T19:44:42Z,,training,Grey Fade,,77120529,,11/1/19,silver,"['eat_well', 'goodbye_survey', 'zopim_chat', 'zopim_chat_ended']"
